date,home_team,away_team,home_score,away_score,is_neutral_site,tournament
2023-06-17,Portugal,Bosnia and Herzegovina,3.0,0.0,False,UEFA Euro qualification
2023-06-19,Republic of Ireland,Gibraltar,3.0,0.0,False,UEFA Euro qualification
2023-06-19,France,Greece,1.0,0.0,False,UEFA Euro qualification
2023-06-19,Ukraine,Malta,1.0,0.0,True,UEFA Euro qualification
2023-06-19,England,North Macedonia,7.0,0.0,False,UEFA Euro qualification
2023-06-19,Armenia,Latvia,2.0,1.0,False,UEFA Euro qualification
2023-06-19,Turkey,Wales,2.0,0.0,False,UEFA Euro qualification
2023-06-19,Finland,San Marino,6.0,0.0,False,UEFA Euro qualification
2023-06-19,Northern Ireland,Kazakhstan,0.0,1.0,False,UEFA Euro qualification
2023-06-19,Slovenia,Denmark,1.0,1.0,False,UEFA Euro qualification
2023-06-19,Belarus,Kosovo,2.0,1.0,True,UEFA Euro qualification
2023-06-19,Switzerland,Romania,2.0,2.0,False,UEFA Euro qualification
2023-06-19,Israel,Andorra,2.0,1.0,False,UEFA Euro qualification
2023-06-20,Scotland,Georgia,2.0,0.0,False,UEFA Euro qualification
2023-06-20,Norway,Cyprus,3.0,1.0,False,UEFA Euro qualification
2023-06-20,Faroe Islands,Albania,1.0,3.0,False,UEFA Euro qualification
2023-06-20,Moldova,Poland,3.0,2.0,False,UEFA Euro qualification
2023-06-20,Austria,Sweden,2.0,0.0,False,UEFA Euro qualification
2023-06-20,Estonia,Belgium,0.0,3.0,False,UEFA Euro qualification
2023-06-20,Hungary,Lithuania,2.0,0.0,False,UEFA Euro qualification
2023-06-20,Bulgaria,Serbia,1.0,1.0,False,UEFA Euro qualification
2023-06-20,Iceland,Portugal,0.0,1.0,False,UEFA Euro qualification
2023-06-20,Bosnia and Herzegovina,Luxembourg,0.0,2.0,False,UEFA Euro qualification
2023-06-20,Liechtenstein,Slovakia,0.0,1.0,False,UEFA Euro qualification
2023-09-07,France,Republic of Ireland,2.0,0.0,False,UEFA Euro qualification
2023-09-07,Netherlands,Greece,3.0,0.0,False,UEFA Euro qualification
2023-09-07,Czech Republic,Albania,1.0,1.0,False,UEFA Euro qualification
2023-09-07,Poland,Faroe Islands,2.0,0.0,False,UEFA Euro qualification
2023-09-07,Serbia,Hungary,1.0,2.0,False,UEFA Euro qualification
2023-09-07,Lithuania,Montenegro,2.0,2.0,False,UEFA Euro qualification
2023-09-07,Kazakhstan,Finland,0.0,1.0,False,UEFA Euro qualification
2023-09-07,Denmark,San Marino,4.0,0.0,False,UEFA Euro qualification
2023-09-07,Slovenia,Northern Ireland,4.0,2.0,False,UEFA Euro qualification
2023-09-08,Georgia,Spain,1.0,7.0,False,UEFA Euro qualification
2023-09-08,Cyprus,Scotland,0.0,3.0,False,UEFA Euro qualification
2023-09-08,Croatia,Latvia,5.0,0.0,False,UEFA Euro qualification
2023-09-08,Turkey,Armenia,1.0,1.0,False,UEFA Euro qualification
2023-09-08,Bosnia and Herzegovina,Liechtenstein,2.0,1.0,False,UEFA Euro qualification
2023-09-08,Luxembourg,Iceland,3.0,1.0,False,UEFA Euro qualification
2023-09-08,Slovakia,Portugal,0.0,1.0,False,UEFA Euro qualification
2023-09-09,Ukraine,England,1.0,1.0,True,UEFA Euro qualification
2023-09-09,North Macedonia,Italy,1.0,1.0,False,UEFA Euro qualification
2023-09-09,Azerbaijan,Belgium,0.0,1.0,False,UEFA Euro qualification
2023-09-09,Estonia,Sweden,0.0,5.0,False,UEFA Euro qualification
2023-09-09,Andorra,Belarus,0.0,0.0,False,UEFA Euro qualification
2023-09-09,Kosovo,Switzerland,2.0,2.0,False,UEFA Euro qualification
2023-09-09,Romania,Israel,1.0,1.0,False,UEFA Euro qualification
2023-09-10,Republic of Ireland,Netherlands,1.0,2.0,False,UEFA Euro qualification
2023-09-10,Greece,Gibraltar,5.0,0.0,False,UEFA Euro qualification
2023-09-10,Faroe Islands,Moldova,0.0,1.0,False,UEFA Euro qualification
2023-09-10,Albania,Poland,2.0,0.0,False,UEFA Euro qualification
2023-09-10,Montenegro,Bulgaria,2.0,1.0,False,UEFA Euro qualification
2023-09-10,Lithuania,Serbia,1.0,3.0,False,UEFA Euro qualification
2023-09-10,Finland,Denmark,0.0,1.0,False,UEFA Euro qualification
2023-09-10,Kazakhstan,Northern Ireland,1.0,0.0,False,UEFA Euro qualification
2023-09-10,San Marino,Slovenia,0.0,4.0,False,UEFA Euro qualification
2023-09-11,Armenia,Croatia,0.0,1.0,False,UEFA Euro qualification
2023-09-11,Latvia,Wales,0.0,2.0,False,UEFA Euro qualification
2023-09-11,Iceland,Bosnia and Herzegovina,1.0,0.0,False,UEFA Euro qualification
2023-09-11,Portugal,Luxembourg,9.0,0.0,False,UEFA Euro qualification
2023-09-11,Slovakia,Liechtenstein,3.0,0.0,False,UEFA Euro qualification
2023-09-12,Norway,Georgia,2.0,1.0,False,UEFA Euro qualification
2023-09-12,Spain,Cyprus,6.0,0.0,False,UEFA Euro qualification
2023-09-12,Italy,Ukraine,2.0,1.0,False,UEFA Euro qualification
2023-09-12,Malta,North Macedonia,0.0,2.0,False,UEFA Euro qualification
2023-09-12,Belgium,Estonia,5.0,0.0,False,UEFA Euro qualification
2023-09-12,Sweden,Austria,1.0,3.0,False,UEFA Euro qualification
2023-09-12,Switzerland,Andorra,3.0,0.0,False,UEFA Euro qualification
2023-09-12,Israel,Belarus,1.0,0.0,False,UEFA Euro qualification
2023-09-12,Romania,Kosovo,2.0,0.0,False,UEFA Euro qualification
2023-10-12,Spain,Scotland,2.0,0.0,False,UEFA Euro qualification
2023-10-12,Cyprus,Norway,0.0,4.0,False,UEFA Euro qualification
2023-10-12,Latvia,Armenia,2.0,0.0,False,UEFA Euro qualification
2023-10-12,Croatia,Turkey,0.0,1.0,False,UEFA Euro qualification
2023-10-12,Faroe Islands,Poland,0.0,2.0,False,UEFA Euro qualification
2023-10-12,Albania,Czech Republic,3.0,0.0,False,UEFA Euro qualification
2023-10-12,Andorra,Kosovo,0.0,3.0,False,UEFA Euro qualification
2023-10-12,Belarus,Romania,0.0,0.0,True,UEFA Euro qualification
2023-10-13,Republic of Ireland,Greece,0.0,2.0,False,UEFA Euro qualification
2023-10-13,Netherlands,France,1.0,2.0,False,UEFA Euro qualification
2023-10-13,Estonia,Azerbaijan,0.0,2.0,False,UEFA Euro qualification
2023-10-13,Austria,Belgium,2.0,3.0,False,UEFA Euro qualification
2023-10-13,Iceland,Luxembourg,1.0,1.0,False,UEFA Euro qualification
2023-10-13,Portugal,Slovakia,3.0,2.0,False,UEFA Euro qualification
2023-10-13,Liechtenstein,Bosnia and Herzegovina,0.0,2.0,False,UEFA Euro qualification
2023-10-14,Ukraine,North Macedonia,2.0,0.0,True,UEFA Euro qualification
2023-10-14,Italy,Malta,4.0,0.0,False,UEFA Euro qualification
2023-10-14,Bulgaria,Lithuania,0.0,2.0,False,UEFA Euro qualification
2023-10-14,Hungary,Serbia,2.0,1.0,False,UEFA Euro qualification
2023-10-14,Northern Ireland,San Marino,3.0,0.0,False,UEFA Euro qualification
2023-10-14,Slovenia,Finland,3.0,0.0,False,UEFA Euro qualification
2023-10-14,Denmark,Kazakhstan,3.0,1.0,False,UEFA Euro qualification
2023-10-15,Georgia,Cyprus,4.0,0.0,False,UEFA Euro qualification
2023-10-15,Norway,Spain,0.0,1.0,False,UEFA Euro qualification
2023-10-15,Wales,Croatia,2.0,1.0,False,UEFA Euro qualification
2023-10-15,Turkey,Latvia,4.0,0.0,False,UEFA Euro qualification
2023-10-15,Czech Republic,Faroe Islands,1.0,0.0,False,UEFA Euro qualification
2023-10-15,Poland,Moldova,1.0,1.0,False,UEFA Euro qualification
2023-10-15,Switzerland,Belarus,3.0,3.0,False,UEFA Euro qualification
2023-10-15,Romania,Andorra,4.0,0.0,False,UEFA Euro qualification
2023-10-16,Gibraltar,Republic of Ireland,0.0,4.0,True,UEFA Euro qualification
2023-10-16,Greece,Netherlands,0.0,1.0,False,UEFA Euro qualification
2023-10-16,Azerbaijan,Austria,0.0,1.0,False,UEFA Euro qualification
2023-10-16,Belgium,Sweden,1.0,1.0,False,UEFA Euro qualification
2023-10-16,Iceland,Liechtenstein,4.0,0.0,False,UEFA Euro qualification
2023-10-16,Bosnia and Herzegovina,Portugal,0.0,5.0,False,UEFA Euro qualification
2023-10-16,Luxembourg,Slovakia,0.0,1.0,False,UEFA Euro qualification
2023-10-17,England,Italy,3.0,1.0,False,UEFA Euro qualification
2023-10-17,Malta,Ukraine,1.0,3.0,False,UEFA Euro qualification
2023-10-17,Serbia,Montenegro,3.0,1.0,False,UEFA Euro qualification
2023-10-17,Lithuania,Hungary,2.0,2.0,False,UEFA Euro qualification
2023-10-17,Finland,Kazakhstan,1.0,2.0,False,UEFA Euro qualification
2023-10-17,Northern Ireland,Slovenia,0.0,1.0,False,UEFA Euro qualification
2023-10-17,San Marino,Denmark,1.0,2.0,False,UEFA Euro qualification
2023-11-12,Kosovo,Israel,1.0,0.0,False,UEFA Euro qualification
2023-11-15,Israel,Switzerland,1.0,1.0,True,UEFA Euro qualification
2023-11-16,Cyprus,Spain,1.0,3.0,False,UEFA Euro qualification
2023-11-16,Georgia,Scotland,2.0,2.0,False,UEFA Euro qualification
2023-11-16,Estonia,Austria,0.0,2.0,False,UEFA Euro qualification
2023-11-16,Azerbaijan,Sweden,3.0,0.0,False,UEFA Euro qualification
2023-11-16,Bulgaria,Hungary,2.0,2.0,False,UEFA Euro qualification
2023-11-16,Montenegro,Lithuania,2.0,0.0,False,UEFA Euro qualification
2023-11-16,Liechtenstein,Portugal,0.0,2.0,False,UEFA Euro qualification
2023-11-16,Luxembourg,Bosnia and Herzegovina,4.0,1.0,False,UEFA Euro qualification
2023-11-16,Slovakia,Iceland,4.0,2.0,False,UEFA Euro qualification
2023-11-17,England,Malta,2.0,0.0,False,UEFA Euro qualification
2023-11-17,Italy,North Macedonia,5.0,2.0,False,UEFA Euro qualification
2023-11-17,Moldova,Albania,1.0,1.0,False,UEFA Euro qualification
2023-11-17,Poland,Czech Republic,1.0,1.0,False,UEFA Euro qualification
2023-11-17,Finland,Northern Ireland,4.0,0.0,False,UEFA Euro qualification
2023-11-17,Denmark,Slovenia,2.0,1.0,False,UEFA Euro qualification
2023-11-17,Kazakhstan,San Marino,3.0,1.0,False,UEFA Euro qualification
2023-11-18,France,Gibraltar,14.0,0.0,False,UEFA Euro qualification
2023-11-18,Netherlands,Republic of Ireland,1.0,0.0,False,UEFA Euro qualification
2023-11-18,Armenia,Wales,1.0,1.0,False,UEFA Euro qualification
2023-11-18,Latvia,Croatia,0.0,2.0,False,UEFA Euro qualification
2023-11-18,Belarus,Andorra,1.0,0.0,True,UEFA Euro qualification
2023-11-18,Switzerland,Kosovo,1.0,1.0,False,UEFA Euro qualification
2023-11-18,Israel,Romania,1.0,2.0,True,UEFA Euro qualification
2023-11-19,Scotland,Norway,3.0,3.0,False,UEFA Euro qualification
2023-11-19,Spain,Georgia,3.0,1.0,False,UEFA Euro qualification
2023-11-19,Belgium,Azerbaijan,5.0,0.0,False,UEFA Euro qualification
2023-11-19,Sweden,Estonia,2.0,0.0,False,UEFA Euro qualification
2023-11-19,Hungary,Montenegro,3.0,1.0,False,UEFA Euro qualification
2023-11-19,Serbia,Bulgaria,2.0,2.0,False,UEFA Euro qualification
2023-11-19,Portugal,Iceland,2.0,0.0,False,UEFA Euro qualification
2023-11-19,Bosnia and Herzegovina,Slovakia,1.0,2.0,False,UEFA Euro qualification
2023-11-19,Liechtenstein,Luxembourg,0.0,1.0,False,UEFA Euro qualification
2023-11-20,North Macedonia,England,1.0,1.0,False,UEFA Euro qualification
2023-11-20,Ukraine,Italy,0.0,0.0,True,UEFA Euro qualification
2023-11-20,Albania,Faroe Islands,0.0,0.0,False,UEFA Euro qualification
2023-11-20,Czech Republic,Moldova,3.0,0.0,False,UEFA Euro qualification
2023-11-20,Northern Ireland,Denmark,2.0,0.0,False,UEFA Euro qualification
2023-11-20,San Marino,Finland,1.0,2.0,False,UEFA Euro qualification
2023-11-20,Slovenia,Kazakhstan,2.0,1.0,False,UEFA Euro qualification
2023-11-21,Gibraltar,Netherlands,0.0,6.0,True,UEFA Euro qualification
2023-11-21,Greece,France,2.0,2.0,False,UEFA Euro qualification
2023-11-21,Wales,Turkey,1.0,1.0,False,UEFA Euro qualification
2023-11-21,Croatia,Armenia,1.0,0.0,False,UEFA Euro qualification
2023-11-21,Andorra,Israel,0.0,2.0,False,UEFA Euro qualification
2023-11-21,Kosovo,Belarus,0.0,1.0,False,UEFA Euro qualification
2023-11-21,Romania,Switzerland,1.0,0.0,False,UEFA Euro qualification
2024-03-21,Poland,Estonia,5.0,1.0,False,UEFA Euro qualification
2024-03-21,Wales,Finland,4.0,1.0,False,UEFA Euro qualification
2024-03-21,Israel,Iceland,1.0,4.0,True,UEFA Euro qualification
2024-03-21,Bosnia and Herzegovina,Ukraine,1.0,2.0,False,UEFA Euro qualification
2024-03-21,Georgia,Luxembourg,2.0,0.0,False,UEFA Euro qualification
2024-03-21,Greece,Kazakhstan,5.0,0.0,False,UEFA Euro qualification
2024-03-26,Wales,Poland,0.0,0.0,False,UEFA Euro qualification
2024-03-26,Ukraine,Iceland,2.0,1.0,True,UEFA Euro qualification
2024-03-26,Georgia,Greece,0.0,0.0,False,UEFA Euro qualification
2024-06-14,Germany,Scotland,5.0,1.0,False,UEFA Euro
2024-06-15,Hungary,Switzerland,1.0,3.0,True,UEFA Euro
2024-06-15,Spain,Croatia,3.0,0.0,True,UEFA Euro
2024-06-15,Italy,Albania,2.0,1.0,True,UEFA Euro
2024-06-16,Slovenia,Denmark,1.0,1.0,True,UEFA Euro
2024-06-16,Serbia,England,0.0,1.0,True,UEFA Euro
2024-06-16,Poland,Netherlands,1.0,2.0,True,UEFA Euro
2024-06-17,Austria,France,0.0,1.0,True,UEFA Euro
2024-06-17,Romania,Ukraine,3.0,0.0,True,UEFA Euro
2024-06-17,Belgium,Slovakia,0.0,1.0,True,UEFA Euro
2024-06-18,Turkey,Georgia,3.0,1.0,True,UEFA Euro
2024-06-18,Portugal,Czech Republic,2.0,1.0,True,UEFA Euro
2024-06-19,Germany,Hungary,2.0,0.0,False,UEFA Euro
2024-06-19,Scotland,Switzerland,1.0,1.0,True,UEFA Euro
2024-06-19,Croatia,Albania,2.0,2.0,True,UEFA Euro
2024-06-20,Spain,Italy,1.0,0.0,True,UEFA Euro
2024-06-20,Slovenia,Serbia,1.0,1.0,True,UEFA Euro
2024-06-20,Denmark,England,1.0,1.0,True,UEFA Euro
2024-06-21,Poland,Austria,1.0,3.0,True,UEFA Euro
2024-06-21,Netherlands,France,0.0,0.0,True,UEFA Euro
2024-06-21,Slovakia,Ukraine,1.0,2.0,True,UEFA Euro
2024-06-22,Belgium,Romania,2.0,0.0,True,UEFA Euro
2024-06-22,Georgia,Czech Republic,1.0,1.0,True,UEFA Euro
2024-06-22,Turkey,Portugal,0.0,3.0,True,UEFA Euro
2024-06-23,Germany,Switzerland,1.0,1.0,False,UEFA Euro
2024-06-23,Scotland,Hungary,0.0,1.0,True,UEFA Euro
2024-06-24,Albania,Spain,0.0,1.0,True,UEFA Euro
2024-06-24,Croatia,Italy,1.0,1.0,True,UEFA Euro
2024-06-25,England,Slovenia,0.0,0.0,True,UEFA Euro
2024-06-25,Denmark,Serbia,0.0,0.0,True,UEFA Euro
2024-06-25,Netherlands,Austria,2.0,3.0,True,UEFA Euro
2024-06-25,France,Poland,1.0,1.0,True,UEFA Euro
2024-06-26,Slovakia,Romania,1.0,1.0,True,UEFA Euro
2024-06-26,Ukraine,Belgium,0.0,0.0,True,UEFA Euro
2024-06-26,Georgia,Portugal,2.0,0.0,True,UEFA Euro
2024-06-26,Czech Republic,Turkey,1.0,2.0,True,UEFA Euro
2024-06-29,Switzerland,Italy,2.0,0.0,True,UEFA Euro
2024-06-29,Germany,Denmark,2.0,0.0,False,UEFA Euro
2024-06-30,England,Slovakia,2.0,1.0,True,UEFA Euro
2024-06-30,Spain,Georgia,4.0,1.0,True,UEFA Euro
2024-07-01,France,Belgium,1.0,0.0,True,UEFA Euro
2024-07-01,Portugal,Slovenia,0.0,0.0,True,UEFA Euro
2024-07-02,Romania,Netherlands,0.0,3.0,True,UEFA Euro
2024-07-02,Austria,Turkey,1.0,2.0,True,UEFA Euro
2024-07-05,Germany,Spain,1.0,2.0,False,UEFA Euro
2024-07-05,Portugal,France,0.0,0.0,True,UEFA Euro
2024-07-06,England,Switzerland,1.0,1.0,True,UEFA Euro
2024-07-06,Netherlands,Turkey,2.0,1.0,True,UEFA Euro
2024-07-09,Spain,France,2.0,1.0,True,UEFA Euro
2024-07-10,Netherlands,England,1.0,2.0,True,UEFA Euro
2024-07-14,Spain,England,2.0,1.0,True,UEFA Euro
